Year,State,Population,ME,NME_Rel,NME_Phil,NME_tot,p_ME,p_NME_Rel,p_NME_Phil,p_NME_tot,Allow_NME_Phil,No_NME,Vaccine,Vaccination_rate
2017,Colorado,65718,NA,NA,NA,NA,0.002,0.003,0.042,0.045,,,Varicella,0.877
2017,Connecticut,39174,126,764,NA,764,0.003216419,0.019502731,NA,0.019502731,,,Varicella,0.963
2017,Delaware,10988,3,184,NA,148,0.000273025,0.016745541,NA,0.013469239,,,Varicella,0.967
2017,District of Columbia,8205,58,352,NA,352,0.00706886,0.04290067,NA,0.04290067,,,Varicella,0.805
2017,Florida,222397,1051,5394,NA,5394,0.004725783,0.024253924,NA,0.024253924,,,Varicella,0.937
2017,Georgia,131459,102,3480,NA,3480,0.000775907,0.026472132,NA,0.026472132,,,Varicella,0.934
2017,Hawaii,16325,4,514,NA,514,0.000245023,0.031485452,NA,0.031485452,,,Varicella,0.962
2017,Idaho,22553,93,NA,NA,1504,0.00412362,NA,NA,0.066687359,,,Varicella,0.886
2017,Illinois,144858,NA,NA,NA,NA,0.002,0.014,NA,0.014,,,Varicella,0.948
2017,Indiana,84296,156,579,NA,579,0.001850622,0.006868653,NA,0.006868653,,,Varicella,0.902
2017,Iowa,39632,93,694,NA,694,0.002346589,0.017511102,NA,0.017511102,,,Varicella,0.93
2017,Kansas,38484,125,544,NA,544,0.003248103,0.014135745,NA,0.014135745,,,Varicella,0.883
2017,Kentucky,55152,174,623,NA,623,0.003154917,0.011296055,NA,0.011296055,,,Varicella,0.917
2017,Louisiana,58277,61,49,552,601,0.001046725,0.000840812,0.009472004,0.010312816,,,Varicella,0.956
2017,Maine,13255,34,58,608,666,0.00256507,0.004375707,0.045869483,0.05024519,,,Varicella,0.965
2017,Maryland,68528,390,614,NA,614,0.005691104,0.008959841,NA,0.008959841,,,Varicella,0.986
2017,Massachussetts,63377,166,687,NA,687,0.002619247,0.010839895,NA,0.010839895,,,Varicella,0.96
2017,Michigan,119028,251,1095,3658,4753,0.002108748,0.009199516,0.030732265,0.039931781,,,Varicella,0.947
2017,Minnesota,69807,NA,NA,NA,NA,0.002,NA,NA,0.034,,,Varicella,0.922
2017,Mississippi,39284,38,NA,NA,NA,0.000967315,0,0,0,,,Varicella,0.994
2017,Missouri,73113,NA,NA,NA,NA,0.002,0.021,NA,0.021,,,Varicella,0.95
2017,Montana,12188,48,478,NA,478,0.0039383,0.039218904,NA,0.039218904,,,Varicella,0.916
2017,Nebraska,26313,192,394,NA,394,0.007296773,0.014973587,NA,0.014973587,,,Varicella,0.955
2017,Nevada,37178,26,1170,NA,1170,0.000699338,0.031470224,NA,0.031470224,,,Varicella,0.926
2017,New Hampshire,12165,22,334,NA,334,0.001808467,0.027455816,NA,0.027455816,,,Varicella,0.924
2017,New Jersey,107630,171,2148,NA,2148,0.001588776,0.019957261,NA,0.019957261,,,Varicella,0.961
2017,New Mexico,26896,51,394,NA,394,0.001896193,0.014649018,NA,0.014649018,,,Varicella,0.945
2017,New York,226456,349,2199,NA,2199,0.001541138,0.009710496,NA,0.009710496,,,Varicella,0.969
2017,North Carolina,127197,284,2323,NA,2323,0.002232757,0.018263009,NA,0.018263009,,,Varicella,0.968
2017,North Dakota,10365,31,74,244,318,0.002990835,0.007139411,0.023540762,0.030680174,,,Varicella,0.939
2017,Ohio,138753,336,NA,NA,3207,0.002421569,NA,NA,0.023113014,,,Varicella,0.915
2017,Oklahoma,53898,91,333,657,991,0.001688374,0.006178337,0.012189692,0.018386582,,,Varicella,0.968
2017,Oregon,45818,62,NA,NA,3427,0.00135318,NA,NA,0.074795932,,,Varicella,0.944
2017,Pennsylvania,141571,638,1600,1779,3379,0.004506573,0.01130175,0.012566133,0.023867883,,,Varicella,0.97
2017,Rhode Island,11025,10,110,NA,110,0.000907029,0.009977324,NA,0.009977324,,,Varicella,0.96
2017,South Carolina,58458,119,1028,NA,1028,0.00203565,0.017585275,NA,0.017585275,,,Varicella,0.961
2017,South Dakota,12125,23,238,NA,238,0.001896907,0.019628866,NA,0.019628866,,,Varicella,0.958
2017,Tennessee,78743,114,1085,NA,1085,0.001447748,0.013779003,NA,0.013779003,,,Varicella,0.968
2017,Texas,387981,780,NA,NA,7044,0.002010408,NA,NA,0.018155528,,,Varicella,0.964
2017,Utah,48827,80,19,2507,2526,0.001638438,0.000389129,0.051344543,0.051733672,,,Varicella,0.937
2017,Vermont,6255,13,227,NA,227,0.002078337,0.036290967,NA,0.036290967,,,Varicella,0.932
2017,Virginia,100581,384,1125,NA,1125,0.003817818,0.011185015,NA,0.011185015,,,Varicella,0.933
2017,Washington,85118,621,202,3142,3344,0.007295754,0.002373176,0.036913461,0.039286637,,,Varicella,0.894
2017,West Virginia,19519,32,NA,NA,NA,0.001639428,0,0,0,,,Varicella,0.981
2017,Wisconsin,66178,164,291,3122,3413,0.002478165,0.004397232,0.047175799,0.05157303,,,Varicella,0.912
2017,Wyoming,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Varicella,NA
